pos,corr_resp,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,probe.stopped,participant,session,date,expName,psychopyVersion,frameRate,,sequential rt,random rt,,,,
-50,x,0,0,0,0,45,0,180,0,,,,,457.0173211,458.0169968,458.0169968,458.0169968,458.0169968,458.0169968,459.0171,459.0171,x,1,0.6973114,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.192148,0.6973114,,,,
-150,z,0,0,0,0,45,1,181,3,,,,,459.7331396,460.7332101,460.7332101,460.7332101,460.7332101,460.7332101,461.7331961,461.7331961,z,1,0.3627787,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2528942,0.3627787,,,,
-150,z,0,0,0,0,45,2,182,3,,,,,462.1165654,463.116327,463.116327,463.116327,463.116327,463.116327,464.1161618,464.1161618,z,1,0.4319424,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2329974,0.4319424,,,,
-150,z,0,0,0,0,45,3,183,3,,,,,464.5659709,465.565859,465.565859,465.565859,465.565859,465.565859,466.5661404,466.5661404,z,1,0.4570592,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2668352,0.4570592,,,,
-150,z,0,0,0,0,46,0,184,3,,,,,467.0493666,468.0490175,468.0490175,468.0490175,468.0490175,468.0490175,469.0488981,469.0488981,z,1,0.3691722,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2177314,0.3691722,,,,
-150,z,0,0,0,0,46,1,185,3,,,,,469.4490369,470.4484332,470.4484332,470.4484332,470.4484332,470.4484332,471.4487514,471.4487514,z,1,0.4144406,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2957587,0.4144406,,,,
-50,x,0,0,0,0,46,2,186,0,,,,,471.8817493,472.8818512,472.8818512,472.8818512,472.8818512,472.8818512,473.8816071,473.8816071,x,1,0.4480856,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2447962,0.4480856,,,,
50,c,0,0,0,0,46,3,187,2,,,,,474.3481047,475.3483053,475.3483053,475.3483053,475.3483053,475.3483053,476.3478917,476.3478917,c,1,0.338086,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2477358,0.338086,,,,
-150,z,0,0,0,0,47,0,188,3,,,,,476.7146677,477.7145144,477.7145144,477.7145144,477.7145144,477.7145144,478.7142831,478.7142831,z,1,0.3896883,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2422343,0.3896883,,,,
50,c,0,0,0,0,47,1,189,2,,,,,479.1309352,480.1308944,480.1308944,480.1308944,480.1308944,480.1308944,481.1307104,481.1307104,c,1,0.5000373,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3065043,0.5000373,,,,
150,v,0,0,0,0,47,2,190,1,,,,,481.64712,482.6471798,482.6471798,482.6471798,482.6471798,482.6471798,483.6468256,483.6468256,v,1,0.3774521,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2728732,0.3774521,,,,
-50,x,0,0,0,0,47,3,191,0,,,,,484.0471534,485.0469671,485.0469671,485.0469671,485.0469671,485.0469671,486.0468005,486.0468005,x,1,0.4592,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3044574,0.4592,,,,
50,c,0,0,0,0,48,0,192,2,,,,,486.5296992,487.529683,487.529683,487.529683,487.529683,487.529683,488.5294991,488.5294991,c,1,0.384762,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2937413,0.384762,,,,
-50,x,0,0,0,0,48,1,193,0,,,,,488.9464669,489.9463006,489.9463006,489.9463006,489.9463006,489.9463006,490.9462555,490.9462555,x,1,0.4427646,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3292035,0.4427646,,,,
-150,z,0,0,0,0,48,2,194,3,,,,,491.4127029,492.4126814,492.4126814,492.4126814,492.4126814,492.4126814,493.412494,493.412494,z,1,0.3808357,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2924198,0.3808357,,,,
50,c,0,0,0,0,48,3,195,2,,,,,493.8121641,494.8124101,494.8124101,494.8124101,494.8124101,494.8124101,495.8121046,495.8121046,c,1,0.6910546,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3718438,0.6910546,,,,
150,v,0,0,0,0,49,0,196,1,,,,,496.5287722,497.5285442,497.5285442,497.5285442,497.5285442,497.5285442,498.5283608,498.5283608,v,1,0.3464511,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3053016,0.3464511,,,,
-50,x,0,0,0,0,49,1,197,0,,,,,498.8948539,499.8951754,499.8951754,499.8951754,499.8951754,499.8951754,500.8948308,500.8948308,x,1,0.4532156,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3171532,0.4532156,,,,
150,v,0,0,0,0,49,2,198,1,,,,,501.3778882,502.3780495,502.3780495,502.3780495,502.3780495,502.3780495,503.3779853,503.3779853,v,1,0.447104,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3803798,0.447104,,,,
-150,z,0,0,0,0,49,3,199,3,,,,,503.8443738,504.8445372,504.8445372,504.8445372,504.8445372,504.8445372,505.8443245,505.8443245,z,1,0.4462286,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.250034,0.4462286,,,,
-50,x,0,0,0,0,,,,,0,0,0,0,506.31413,507.3105912,507.3105912,507.3105912,507.3105912,507.3270709,508.3107038,508.3107038,x,1,0.265917,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,0,1,1,1,508.5940183,509.5937758,509.5937758,509.5937758,509.5937758,509.5937758,510.593453,510.593453,v,1,0.4424281,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,0,2,2,2,511.0603842,512.0601519,512.0601519,512.0601519,512.0601519,512.0601519,513.059825,513.059825,c,1,0.5354029,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,0,3,3,3,513.6260119,514.6264956,514.6264956,514.6264956,514.6264956,514.6264956,515.625846,515.625846,z,1,0.2918907,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,1,0,4,0,515.9427722,516.9428102,516.9428102,516.9428102,516.9428102,516.9428102,517.9425963,517.9425963,x,1,0.2610721,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,1,1,5,1,518.2256902,519.2256354,519.2256354,519.2256354,519.2256354,519.2256354,520.2252088,520.2252088,v,1,0.2413126,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,1,3,7,3,522.5921637,523.5920522,523.5920522,523.5920522,523.5920522,523.5920522,524.5918878,524.5918878,z,1,0.2866665,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,2,0,8,0,524.9081215,525.9082948,525.9082948,525.9082948,525.9082948,525.9082948,526.9076569,526.9076569,x,1,0.294123,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,2,1,9,1,527.2244209,528.2078303,528.2078303,528.2078303,528.2078303,528.2248045,529.2246161,529.2246161,v,1,0.3024086,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,2,2,10,2,529.5579381,530.5575239,530.5575239,530.5575239,530.5575239,530.5575239,531.5574126,531.5574126,c,1,0.2505342,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,2,3,11,3,531.8406594,532.8408036,532.8408036,532.8408036,532.8408036,532.8408036,533.8404901,533.8404901,z,1,0.2838181,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,3,0,12,0,534.1407542,535.1406214,535.1406214,535.1406214,535.1406214,535.1406214,536.1402769,536.1402769,x,1,0.2893744,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,3,1,13,1,536.4570662,537.4568652,537.4568652,537.4568652,537.4568652,537.4568652,538.4564555,538.4564555,v,1,0.5826199,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,3,2,14,2,539.0561505,540.0563904,540.0563904,540.0563904,540.0563904,540.0563904,541.0563442,541.0563442,c,1,0.2863591,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,3,3,15,3,541.3728848,542.372745,542.372745,542.372745,542.372745,542.372745,543.3724895,543.3724895,z,1,0.2470604,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,4,0,16,0,543.6391221,544.6391641,544.6391641,544.6391641,544.6391641,544.6391641,545.6389038,545.6389038,x,1,0.2536655,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,4,1,17,1,545.9223425,546.9221582,546.9221582,546.9221582,546.9221582,546.9221582,547.9222485,547.9222485,v,1,0.1423971,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,4,2,18,2,548.0884946,549.0888333,549.0888333,549.0888333,549.0888333,549.0888333,550.0883939,550.0883939,c,1,0.3123334,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,4,3,19,3,550.4218429,551.4216614,551.4216614,551.4216614,551.4216614,551.4216614,552.4214055,552.4214055,z,1,0.2377902,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,5,0,20,0,552.6881778,553.6879743,553.6879743,553.6879743,553.6879743,553.6879743,554.6880127,554.6880127,x,1,0.2865102,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,5,1,21,1,555.0046909,556.0043285,556.0043285,556.0043285,556.0043285,556.0043285,557.0040524,557.0040524,v,1,0.2793563,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,5,2,22,2,557.3038059,558.3040554,558.3040554,558.3040554,558.3040554,558.3040554,559.3040709,559.3040709,c,1,0.401589,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,5,3,23,3,559.7372014,560.7372216,560.7372216,560.7372216,560.7372216,560.7372216,561.7371505,561.7371505,z,1,0.2559497,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,6,0,24,0,562.0200588,563.0198009,563.0198009,563.0198009,563.0198009,563.0198009,564.0199134,564.0199134,x,1,0.3394705,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,6,1,25,1,564.3868014,565.3866331,565.3866331,565.3866331,565.3866331,565.3866331,566.3862668,566.3862668,v,1,0.3216575,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,6,2,26,2,566.7365351,567.7362323,567.7362323,567.7362323,567.7362323,567.7362323,568.7360565,568.7360565,c,1,0.3475908,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,6,3,27,3,569.1029041,570.1024654,570.1024654,570.1024654,570.1024654,570.1024654,571.1023341,571.1023341,z,1,0.243517,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,7,0,28,0,571.3690882,572.3688701,572.3688701,572.3688701,572.3688701,572.3688701,573.3685995,573.3685995,x,1,0.2858087,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,7,1,29,1,573.6850832,574.6854698,574.6854698,574.6854698,574.6854698,574.6854698,575.6853384,575.6853384,v,1,0.3162461,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,7,2,30,2,576.0180903,577.0182556,577.0182556,577.0182556,577.0182556,577.0182556,578.0179931,578.0179931,c,1,0.0515761,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,7,3,31,3,578.1013483,579.1014343,579.1014343,579.1014343,579.1014343,579.1014343,580.1013739,580.1013739,z,1,0.2829742,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,8,0,32,0,580.4011602,581.4011145,581.4011145,581.4011145,581.4011145,581.4011145,582.4010778,582.4010778,x,1,0.809671,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,8,1,33,1,583.2342844,584.2339812,584.2339812,584.2339812,584.2339812,584.2339812,585.2341146,585.2341146,v,1,0.2626772,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,8,2,34,2,585.5168877,586.5169954,586.5169954,586.5169954,586.5169954,586.5169954,587.5168246,587.5168246,c,1,0.3084273,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,8,3,35,3,587.8501786,588.8500294,588.8500294,588.8500294,588.8500294,588.8500294,589.8500203,589.8500203,z,1,0.1053045,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,9,0,36,0,589.9835117,590.983234,590.983234,590.983234,590.983234,590.983234,591.9830279,591.9830279,x,1,0.2442012,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,9,1,37,1,592.2499949,593.24952,593.24952,593.24952,593.24952,593.24952,594.2494255,594.2494255,v,1,0.2093998,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,9,2,38,2,594.4824276,595.4827558,595.4827558,595.4827558,595.4827558,595.4827558,596.4825021,596.4825021,c,1,0.3299132,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,9,3,39,3,596.8320448,597.8157611,597.8157611,597.8157611,597.8157611,597.8324093,598.815611,598.815611,z,1,0.3269554,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,10,0,40,0,599.165371,600.1654324,600.1654324,600.1654324,600.1654324,600.1654324,601.1651343,601.1651343,x,1,1.0811995,None,602.1648821,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,10,1,41,1,602.2648333,603.2648034,603.2648034,603.2648034,603.2648034,603.2648034,604.2643839,604.2643839,v,1,0.4054157,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,10,2,42,2,604.6979656,605.6980762,605.6980762,605.6980762,605.6980762,605.6980762,606.6980595,606.6980595,c,1,0.4170643,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,10,3,43,3,607.1477841,608.1476813,608.1476813,608.1476813,608.1476813,608.1476813,609.1478371,609.1478371,z,1,0.3051278,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,11,0,44,0,609.4809344,610.4808343,610.4808343,610.4808343,610.4808343,610.4808343,611.4805742,611.4805742,x,1,0.3869283,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,11,1,45,1,611.8970998,612.8971118,612.8971118,612.8971118,612.8971118,612.8971118,613.8970264,613.8970264,v,1,0.3286621,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,11,2,46,2,614.2468417,615.2465483,615.2465483,615.2465483,615.2465483,615.2465483,616.2466186,616.2466186,c,1,0.3138693,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,11,3,47,3,616.579889,617.5798868,617.5798868,617.5798868,617.5798868,617.5798868,618.5798273,618.5798273,z,1,0.2351182,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,12,0,48,0,618.8463887,619.8463468,619.8463468,619.8463468,619.8463468,619.8463468,620.8457966,620.8457966,x,1,0.3903669,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,12,1,49,1,621.26236,622.2624805,622.2624805,622.2624805,622.2624805,622.2624805,623.2624783,623.2624783,v,1,0.4430367,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,12,2,50,2,623.7295007,624.7288204,624.7288204,624.7288204,624.7288204,624.7455099,625.7286418,625.7286418,c,1,0.2823733,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,12,3,51,3,626.0286301,627.0286119,627.0286119,627.0286119,627.0286119,627.0286119,628.028557,628.028557,z,1,0.2856039,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,13,0,52,0,628.3452227,629.3448308,629.3448308,629.3448308,629.3448308,629.3448308,630.3448005,630.3448005,x,1,0.3917058,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,13,1,53,1,630.7613334,631.7612472,631.7612472,631.7612472,631.7612472,631.7612472,632.7611916,632.7611916,v,1,0.2990191,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,13,2,54,2,633.0778491,634.0777891,634.0777891,634.0777891,634.0777891,634.0777891,635.0777407,635.0777407,c,1,0.3778435,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,13,3,55,3,635.4774654,636.4774939,636.4774939,636.4774939,636.4774939,636.4774939,637.4773424,637.4773424,z,1,0.3087522,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,14,0,56,0,637.8103987,638.8102822,638.8102822,638.8102822,638.8102822,638.8102822,639.8098985,639.8098985,x,1,0.3955439,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,14,1,57,1,640.2264745,641.209801,641.209801,641.209801,641.209801,641.2267369,642.2267637,642.2267637,v,1,0.405332,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,14,2,58,2,642.6596641,643.6596361,643.6596361,643.6596361,643.6596361,643.6596361,644.6597758,644.6597758,c,1,0.3368892,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,14,3,59,3,645.0263921,646.0260853,646.0260853,646.0260853,646.0260853,646.0260853,647.0258858,647.0258858,z,1,0.2749572,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,15,0,60,0,647.3259375,648.3256184,648.3256184,648.3256184,648.3256184,648.3256184,649.3258294,649.3258294,x,1,0.4678194,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,15,1,61,1,649.8253795,650.8255059,650.8255059,650.8255059,650.8255059,650.8255059,651.8255531,651.8255531,v,1,0.2731548,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,15,2,62,2,652.1253081,653.1251697,653.1251697,653.1251697,653.1251697,653.1251697,654.1250867,654.1250867,c,1,0.274042,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,15,3,63,3,654.4251455,655.4246505,655.4246505,655.4246505,655.4246505,655.4246505,656.4249417,656.4249417,z,1,0.3538518,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,16,0,64,0,656.8076987,657.8077333,657.8077333,657.8077333,657.8077333,657.8077333,658.8075453,658.8075453,x,1,0.5234261,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,16,1,65,1,659.3574993,660.3574801,660.3574801,660.3574801,660.3574801,660.3574801,661.3571417,661.3571417,v,1,0.3191401,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,16,2,66,2,661.7073239,662.7073438,662.7073438,662.7073438,662.7073438,662.7073438,663.7071053,663.7071053,c,1,0.4512973,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,16,3,67,3,664.1900565,665.190288,665.190288,665.190288,665.190288,665.190288,666.1902372,666.1902372,z,1,0.206572,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,17,0,68,0,666.4235868,667.4234905,667.4234905,667.4234905,667.4234905,667.4234905,668.4232471,668.4232471,x,1,0.4398139,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,17,1,69,1,668.8898981,669.8896779,669.8896779,669.8896779,669.8896779,669.8896779,670.8895312,670.8895312,v,1,0.4108253,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,17,2,70,2,671.322699,672.3229955,672.3229955,672.3229955,672.3229955,672.3229955,673.322554,673.322554,c,1,0.5029481,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,17,3,71,3,673.8557472,674.8557209,674.8557209,674.8557209,674.8557209,674.8557209,675.8552379,675.8552379,z,1,0.3668011,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,18,0,72,0,676.2387213,677.2388751,677.2388751,677.2388751,677.2388751,677.2388751,678.238549,678.238549,x,1,1.3249369,None,679.2380279,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,18,1,73,1,679.5883402,680.5884501,680.5884501,680.5884501,680.5884501,680.5884501,681.5879148,681.5879148,v,1,1.0223292,None,682.5881761,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,18,2,74,2,682.6383264,683.638174,683.638174,683.638174,683.638174,683.638174,684.6376844,684.6376844,c,1,0.538742,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,18,3,75,3,685.204286,686.2043387,686.2043387,686.2043387,686.2043387,686.2043387,687.2042144,687.2042144,z,1,0.7103513,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-50,x,0,0,0,0,,,,,19,0,76,0,687.9375168,688.9374103,688.9374103,688.9374103,688.9374103,688.9374103,689.9371469,689.9371469,x,1,0.8039839,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
150,v,0,0,0,0,,,,,19,1,77,1,690.7704659,691.7703969,691.7703969,691.7703969,691.7703969,691.7703969,692.7699045,692.7699045,v,1,0.7257396,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
50,c,0,0,0,0,,,,,19,2,78,2,693.5198767,694.519854,694.519854,694.519854,694.519854,694.519854,695.519537,695.519537,c,1,0.4537581,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
-150,z,0,0,0,0,,,,,19,3,79,3,696.0030315,697.0029308,697.0029308,697.0029308,697.0029308,697.0029308,698.0026573,698.0026573,z,1,0.2669311,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,,,,,,
